Uuid,Void/Retire,Name,Concept Drug,Concept Dosage Form,Strength,_version:1
63eb8f14-0267-4fd7-a4a4-5da77c734fce,TRUE,,,,,
63fd6326-8b2d-4661-ac32-719898332556,TRUE,,,,,
64761efc-dcff-485f-b924-fbb4ec140df2,TRUE,,,,,
6497eb1f-d973-4a05-8758-721a602c11ac,TRUE,,,,,
66013ad0-e9db-493a-b027-89a1de45d660,TRUE,,,,,
66287a36-bd49-4d40-95db-23eaa703c92f,TRUE,,,,,
66a4ed3a-f318-4460-ab3c-8abd9bd5e45b,TRUE,,,,,
66e666d6-7142-4af5-b1fd-57704b78c609,TRUE,,,,,
671ddb89-a30c-46e8-9f0c-5663714267d4,TRUE,,,,,
67f94a67-84f3-4ef2-9c03-aaf9ff952c7c,TRUE,,,,,
682ebcf5-177e-46c3-b7ea-b514ce5d5710,TRUE,,,,,
69513802-6265-446f-86cd-438b5c7fad04,TRUE,,,,,
6a1295ac-c91f-48bc-84c6-ae8510d70832,TRUE,,,,,
6ac54756-e8b6-4bd8-a9bb-480204b63cdc,TRUE,,,,,
6ad082b1-2783-4783-9c11-5cc63cf3a1b0,TRUE,,,,,
6ae55958-f43d-489c-80e5-2531424ea4e0,TRUE,,,,,
6b12d20f-3b02-4209-b868-748e61240063,TRUE,,,,,
6be42641-8f5c-4b29-bc8f-acec6d2dc5cf,TRUE,,,,,
6c08c703-d67c-4bae-b3c1-0604989e05f0,TRUE,,,,,
6e251518-afad-4101-b766-2a8492b2624c,TRUE,,,,,
6e592d7b-b990-4b40-8ed9-5e58eb9fdaa2,TRUE,,,,,
6f0242cf-1cf2-4c0d-a522-e8628f0cd988,TRUE,,,,,
6fbd339b-f68d-4174-bb6d-2e1fef8422df,TRUE,,,,,
70ab7eeb-33b5-4bd2-87ec-70ca10a2698a,TRUE,,,,,
7138c78b-d7bf-4b3e-84de-ec88ee7bf71b,TRUE,,,,,
714bf114-866d-4e36-b8d2-3d8ff918f28e,TRUE,,,,,
71fc65dc-2e67-4b96-8213-dffc5dda5fab,TRUE,,,,,
726be409-6537-4609-9986-0e87a8d99480,TRUE,,,,,
72c6c3a8-fc2c-4ebb-ab42-ea8f079bfa31,TRUE,,,,,
750a0804-ef09-48e6-bc47-cb1adba5c361,TRUE,,,,,
7574c69b-1133-4805-bc31-64635f40c3c0,TRUE,,,,,
76badfd9-78b5-4fa0-b423-e149088a88da,TRUE,,,,,
784da3a1-86b1-4be0-8e05-7907b08f785b,TRUE,,,,,
79abfb33-5d75-4242-ba39-8c84b7191d50,TRUE,,,,,
7c77daa3-3e6f-4adc-a503-42eca0b6ab8e,TRUE,,,,,
7ccee5ed-c006-4d11-93ac-c3166bdd9f43,TRUE,,,,,
7e3d5c68-d3d4-47b6-8c49-2d64fbdd197a,TRUE,,,,,
7ed52038-6f1c-4b2b-a40a-e84e49d9453e,TRUE,,,,,
81273dae-0330-416f-a3d5-ed212d208e15,TRUE,,,,,
812bbc1c-7e1e-4e8e-a0ea-d9fb79f67471,TRUE,,,,,
826285af-de4b-4369-838c-7721f207e89e,TRUE,,,,,
84685f8d-ac2d-4952-b38d-1e77a2602328,TRUE,,,,,
85244fc8-fe83-4cee-ba95-3ec6026ddd91,TRUE,,,,,
8563f7f6-c166-41df-b734-5024668e4c34,TRUE,,,,,
871db3cb-3158-49d3-89f3-4f5af0843918,TRUE,,,,,
875a788e-0aea-4bf5-a461-5a789d1aa89a,TRUE,,,,,
8835df5e-7a51-4da6-a513-48bed68f0534,TRUE,,,,,
89a99f86-6103-46c4-8008-07c690ff3218,TRUE,,,,,
89b3f766-2092-4809-a173-737ef89bc1d3,TRUE,,,,,
8bdc487a-87dd-4a1d-9d9d-4d0dad32bcca,TRUE,,,,,
8cf85756-18b4-4516-a7c4-aa9d8646dc20,TRUE,,,,,
8df86c38-57dd-4f42-a73e-bcd126f09878,TRUE,,,,,
8e3c2c26-558e-4b7d-b81e-55de91ac3ebd,TRUE,,,,,
8e981645-3e28-4b33-bdaf-1173bc497638,TRUE,,,,,
92de23ea-fb39-4f8f-93ad-9080f39b9662,TRUE,,,,,
931c6217-3a9d-4a15-8ee9-f3a5f31b6177,TRUE,,,,,
9417187f-a23d-4c25-954e-ec508f53e94c,TRUE,,,,,
952916ed-55f9-498a-8880-3b69855598ef,TRUE,,,,,
98cac2c0-dc24-4a39-a83f-52f4e83c4fe9,TRUE,,,,,
9918cac6-1d05-4420-bdb4-92e25413bd80,TRUE,,,,,
99306d19-3f88-418f-bdd6-b700c93d0f36,TRUE,,,,,
99a3dc2a-bc88-4386-8e29-e0123d48cc76,TRUE,,,,,
99d324ec-e644-46dd-9a4b-883e63b2b16b,TRUE,,,,,
9a42f5fc-c722-4868-87a6-a89995fde5ce,TRUE,,,,,
9ad240f9-e9f8-4c76-9b8f-a9f17dbe00c4,TRUE,,,,,
9b200fd6-a3bb-4c3f-9155-f68a216c6983,TRUE,,,,,
9b3584d4-eff4-4c4f-9ad0-c3dfc5be5eb9,TRUE,,,,,
9b61ea4d-00c2-4602-acfb-94f299550e9d,TRUE,,,,,
9c215c96-612d-4392-936c-829c2f9ec3ca,TRUE,,,,,
9d43683a-1c21-4987-b66b-c93a7e30e984,TRUE,,,,,
9d6c7aeb-4b9f-41e4-ad4b-a4504e8967a5,TRUE,,,,,
9e99ebb0-56d5-4517-88c0-f754a861954c,TRUE,,,,,
9fc7d906-74b0-4c3b-b4da-050c6aaeb207,TRUE,,,,,
9fd11343-cd89-4b97-ac91-4745ff6d7ed6,TRUE,,,,,
a0057d24-fb2b-4eda-9fc0-fe533ce94322,TRUE,,,,,
a036414e-7df6-4fb8-99f7-f76366ccbd5d,TRUE,,,,,
a1530be1-377a-4e5d-be6e-07aa16e737fa,TRUE,,,,,
a16d3b60-2b11-4c14-a3bc-977a0b13f739,TRUE,,,,,
a2a5b68b-307d-4ca5-902b-3a02f0b879c4,TRUE,,,,,
a3c4e7cb-dad4-4a98-afe1-b865f8179489,TRUE,,,,,
a41fb68b-e6b9-4486-b59b-1df529c2f2e5,TRUE,,,,,
a42d3e70-fd8c-4e9f-bee3-47320383fd07,TRUE,,,,,
a4a9fd90-e36e-4bef-907a-4e338a5d4e02,TRUE,,,,,
a7452b22-2691-4192-b06f-77738cc28891,TRUE,,,,,
a9aa9d5f-9b61-4024-8971-ab3438dc6c5e,TRUE,,,,,
aa226112-064c-4655-b1d6-ce02f4acb9e8,TRUE,,,,,
aa646486-21f8-4ebc-99ef-f5cf9ad30d8e,TRUE,,,,,
aa9b6034-5d2f-45d0-95a6-1d532959f7a9,TRUE,,,,,
aabd998a-a402-43a9-a59a-138f59122157,TRUE,,,,,
abe05733-8274-4663-938c-294375d51a8a,TRUE,,,,,
ac2ae8b0-27ef-4989-bfd4-cf0b60686758,TRUE,,,,,
acf92279-a251-4d13-817e-88c574b23dd9,TRUE,,,,,
afc0d28b-6fb7-4b17-845e-e656f819247b,TRUE,,,,,
b0d78454-bf28-4f5f-acce-30b17acc8141,TRUE,,,,,
b12d76a0-b63e-4bc5-b18f-e28dd98b9df7,TRUE,,,,,
b3339714-2a6c-4a6d-8157-17c7c17caa3a,TRUE,,,,,
b3572f0e-a4b7-4e8e-9fba-f7dd45a7a047,TRUE,,,,,
b49b59c9-94bd-4a56-be12-cf9ebd69a6ef,TRUE,,,,,
b541558f-891d-4ad5-a0cf-a486d69d3895,TRUE,,,,,
b598cea2-495b-494d-a4c1-d235ab066ba1,TRUE,,,,,
b60950b2-96fc-4770-8638-77bee76d10a7,TRUE,,,,,
b61375bb-9c58-4259-920f-d53cda2c791b,TRUE,,,,,
b6c526ab-ed0c-4b0c-93e2-d89f1dc896dd,TRUE,,,,,
b6d72152-c4ad-42c1-80e4-68c267fa232e,TRUE,,,,,
b6d79620-7a5e-4845-b619-6b0f2db56a2f,TRUE,,,,,
b7af7a02-b428-44ed-92f8-f0e25d7809c4,TRUE,,,,,
b7e9ab3e-c624-42b7-9161-e659facf9cbc,TRUE,,,,,
b90aefdb-0f7b-422e-ae5f-2cf20b4dd9f2,TRUE,,,,,
b9e24012-51ce-4251-9b11-1127172cd27e,TRUE,,,,,
bab83a83-c508-4b35-83ab-2b6c6fa31744,TRUE,,,,,
babd32aa-b288-4567-8d30-c770cde531cb,TRUE,,,,,
bb12e744-7c8e-4f26-b9a8-43e9164a8f00,TRUE,,,,,
bc10392a-cc3c-4981-9fb6-ee5cf7c038c7,TRUE,,,,,
bceebd00-5b29-4197-85c5-82be30e2ee02,TRUE,,,,,
bea1b1cc-430f-449e-8ff6-5a17f9ae7a22,TRUE,,,,,
bf2c8cf4-7cf5-4f7c-a05c-a75471443e33,TRUE,,,,,
c086af09-21b0-4b23-a603-a5644b1081f0,TRUE,,,,,
c1af3552-0850-4a75-871e-742ad67782fd,TRUE,,,,,
c1e49f7c-827f-458d-b90e-d6fd305c7992,TRUE,,,,,
c3a4acd7-d2e9-44f5-843f-5e610874da15,TRUE,,,,,
c44758b4-535a-4896-9de7-6a5e81d9af19,TRUE,,,,,
c54d7325-a5c4-4b5a-aaa5-cea7c2b4ae40,TRUE,,,,,
c5c08323-8bb6-428f-acec-b73664e9b84b,TRUE,,,,,
c6a1d4e4-563a-4392-af58-e38d0e0308ee,TRUE,,,,,
c7fdee92-c656-48e4-bf67-0cbd41d9bc97,TRUE,,,,,
c8c8db6b-2ea1-42a0-ba88-965d350ea7a0,TRUE,,,,,
c95c2ac2-3abd-4d34-b8e9-3ff56bed8c0e,TRUE,,,,,
c9ae6014-99f5-4942-b789-a5771d5451d2,TRUE,,,,,
cbc6d51d-5372-4f14-9588-1ea120f0802e,TRUE,,,,,
cbcfcd08-f820-4493-bf60-7245cff7f5e0,TRUE,,,,,
cbd6e223-764b-4f6e-8669-a17b310d790b,TRUE,,,,,
cdc2930d-d822-410a-8d7d-533e8081bd10,TRUE,,,,,
ce65cbaf-3731-49e9-986c-16e3c0f77ce2,TRUE,,,,,
ce6e35a2-af23-44ed-a05d-cd6d971d6a2b,TRUE,,,,,
cf7b1b3e-f2e8-45f0-9cf2-3a3de86cd333,TRUE,,,,,
d215dcbf-b779-4247-adc7-2a74457a7e8f,TRUE,,,,,
d216a447-508f-4c69-848a-dd05b6aff483,TRUE,,,,,
d2e0030c-267f-4cff-97a8-84dd7196a872,TRUE,,,,,
d2e078ca-2faf-4494-9521-ef91095bdfa9,TRUE,,,,,
d372aee7-29e5-4d86-a634-34d8db0f0ad5,TRUE,,,,,
d4012286-19e4-4fde-bc5c-a8600693255d,TRUE,,,,,
d5461847-7b9b-4644-a8cd-aa5690c8784d,TRUE,,,,,
d5a07616-62ff-4eb6-81fa-62446aa734dd,TRUE,,,,,
d6baa542-9b17-48a5-b8c5-47910be574a5,TRUE,,,,,
d872e96c-24f5-42f0-8218-7eedf972b8ef,TRUE,,,,,
d967e8d2-3780-46f6-a46a-538fba6de051,TRUE,,,,,
d9c230a5-89d8-4e4d-b08b-2af3b1234c80,TRUE,,,,,
da2dd3b5-ad47-40f9-96ef-28e1d6cb93c8,TRUE,,,,,
daffaf79-8dd5-4bf4-94b2-2a3058c59c6e,TRUE,,,,,
db08bda6-2b73-4b0e-8a7c-0226614a0cda,TRUE,,,,,
dbfa0fb1-bbd6-4a68-8069-70d733942c28,TRUE,,,,,
dc02fb45-64e4-476b-9855-4504d5293538,TRUE,,,,,
ddd8e904-1f1a-4ca2-b225-f72b3f890234,TRUE,,,,,
deca612f-1ac5-44e3-a981-1d74d76fa644,TRUE,,,,,
ded3abe1-0cf6-4c39-8beb-0b464eae89b9,TRUE,,,,,
df0eaf2e-1a0c-4557-a6be-0aa44f1055ae,TRUE,,,,,
df6321c4-1466-419e-8034-7d9d5c25dd62,TRUE,,,,,
df7f9793-0cde-4c99-8039-cff0e2150e9c,TRUE,,,,,
dfc15a13-381c-45d1-82ee-377b19ee1bed,TRUE,,,,,
e10a4b64-4e87-49e1-86b4-882e7f41cd24,TRUE,,,,,
e188a20a-2734-41d6-827c-9316fbee9a36,TRUE,,,,,
e19aa3ab-a7b5-4886-8dd3-e5121acd8a15,TRUE,,,,,
e448ffbd-4bc4-41fc-bb51-4ff95e0a0858,TRUE,,,,,
e45e83b8-10d1-430e-bf79-59e0155ca43f,TRUE,,,,,
e5134dca-f0cd-4974-9022-89f4c699a283,TRUE,,,,,
e520369f-7efc-4514-b39f-ef02c66d4ade,TRUE,,,,,
e566bebf-33e6-4fd1-b65c-45ec8e9e9f18,TRUE,,,,,
e74218fc-87f7-4221-919a-8827fbaef2bf,TRUE,,,,,
e7ab43cb-d909-4ad0-8ce4-91c28be32e2d,TRUE,,,,,
e7ff4462-5f1f-4bb5-8f0e-f49dea1820b1,TRUE,,,,,
e847482c-7746-46b9-a8d5-7ca21302c969,TRUE,,,,,
e8532259-2017-47ad-a18f-b90ec9678610,TRUE,,,,,
e94538f2-dca5-47c5-8b44-29e64759a29c,TRUE,,,,,
e9a48988-9b56-4698-9f4d-a34c87ebd53d,TRUE,,,,,
ea72492a-18a1-421d-9bd1-c242c7b58b04,TRUE,,,,,
ed86eff4-56a2-471f-beb1-f0e50c943d83,TRUE,,,,,
edbd9dc8-1880-45db-9128-d3f08becd36d,TRUE,,,,,
edd3057f-0c8b-4be5-9ca0-a9f1072dfa6e,TRUE,,,,,
ee0403f3-867a-43c1-926e-4d177bd13948,TRUE,,,,,
ee0c1028-a45c-49af-8755-fb220220eca5,TRUE,,,,,
eecbbacd-bb25-4457-9c8e-c3868ff6d98c,TRUE,,,,,
f1b1b5e4-eca3-46b6-9baf-38cfdab96906,TRUE,,,,,
f1b2394e-6272-4320-930f-098efd0246ca,TRUE,,,,,
f1bf36d3-1d21-4488-8d88-4f03fcd860f9,TRUE,,,,,
f325d004-7311-4423-8022-524b4cf563be,TRUE,,,,,
f38745fd-36b3-46e6-8c74-ddc661eff4d4,TRUE,,,,,
f426a9f9-00df-4efa-b37a-dc02edda9e04,TRUE,,,,,
f5f8642f-4937-49da-9c42-db483b5a1913,TRUE,,,,,
f6429d97-1500-45ea-bd77-5a0eeb2bdd1a,TRUE,,,,,
f697704d-fe8f-45d4-bde5-99e5bd397291,TRUE,,,,,
f7bbb234-1fd7-4834-baa7-7d09792280f7,TRUE,,,,,
f860f265-2015-4093-8beb-602430367f3a,TRUE,,,,,
f9ba2b14-b223-46b2-a761-7e7301c65728,TRUE,,,,,
fdf1ae9d-964c-4d39-80bc-495fb031926b,TRUE,,,,,
fe8be1ef-72c1-4acf-aa18-70dd3a82c514,TRUE,,,,,
ff9043f8-4488-4f6f-9793-693a3c5faf35,TRUE,,,,,
